Respondent_ID,Q1_Gender,Q2_Age_Group,Q3_Annual_Income,Q4_Occupation,Q5_City_Tier,Q6_Handloom_Sarees,Q6_Block_Print_Kurtas_and_Dupatta_Sets,Q6_Handloom_Stoles_and_Scarves,Q6_Artisan_Home_Textiles,Q6_Mens_Handloom_Kurtas_and_Nehru_Jackets,Q7_Banarasi,Q7_Bandhani,Q7_Block_Print,Q7_Chanderi,Q7_Chikankari,Q7_Ikat_Pochampally,Q7_Kalamkari,Q7_Khadi,Q7_Kantha,Q7_Phulkari,Q8_Pure_Cotton,Q8_Cotton-Silk_Blend,Q8_Pure_Silk,Q8_Linen_Cotton-Linen,Q8_Khadi,Q8_Organza_Georgette,Q9_Budget_Per_Purchase,Q10_Matching_Dupatta_Stole,Q10_Handcrafted_Jewellery,Q10_Matching_Footwear_Juttis_Kolhapuris,Q10_Gift_Packaging,Q10_Home_Textile_Matching_Set,Q10_Blouse_Inner_Fabric_Piece,Q10_None__Standalone_only,Q11_Festivals,Q11_Weddings_and_Wedding_Functions,Q11_Office_Corporate_Ethnic_Days,Q11_Casual_Daily_Wear,Q11_Family_Gatherings_and_Pujas,Q11_Gifting_to_Others,Q11_No_Specific_Occasion,Q12_Peak_Shopping_Season,Q13_Purchase_Frequency,Q14_Gift_Handloom_Sarees,Q14_Gift_Stoles_and_Scarves,Q14_Gift_Kurta_Sets,Q14_Gift_Home_Textile_Hampers,Q14_Gift_Curated_Vastraa_Gift_Box,Q14_Gift_I_do_not_gift_ethnic_wear,Q15_Annual_Textile_Spend,Q16_Annual_Gift_Budget,Q17_Brand_D2C_Website,Q17_Instagram_Social_Commerce,Q17_Marketplaces_Amazon_Myntra_Flipkart_Ajio,Q17_Physical_Retail_Exhibitions,Q17_WhatsApp_Shopping,Q17_Local_Weaver_Markets_Haats,Q18_Discovery_Channel,Q19_Style_Preference,Q20_Top_Priority,Q21_Social_Media_Usage,Q22_Online_Purchase_Comfort,Q23_Sustainability_Premium,Q24_Artisan_Story_and_Traceability,Q24_Curated_Collections_by_Occasion_Region,Q24_Easy_Returns_and_Size_Exchange,Q24_Affordable_Pricing_and_Transparency,Q24_Exclusive_Designs,Q24_Loyalty_Rewards_and_Personalization,Q25_Discount_Trigger,Q26_Review_Importance,Q27_Regional_Identity_Influence,Q28_Current_Brand_Source,Q29_Household_Life_Stage,Q30_Purchase_Intent,Q2_Age_Numeric,Q3_Income_Midpoint_Lakhs,Q5_City_Tier_Code,Q9_Budget_Midpoint_INR,Q13_Frequency_Code,Q15_Annual_Spend_Midpoint_INR,Q16_Gift_Budget_Midpoint_INR,Q21_Social_Media_Code,Q22_Online_Trust_Code,Q23_Sustainability_Code,Q26_Review_Code,Q27_Regional_Code,Q30_Purchase_Intent_Binary,Q30_Intent_Code,Derived_Total_Products_Interested,Derived_Total_Styles_Selected,Derived_Total_Occasions,Derived_Total_Addons,Derived_Is_Gifter,Derived_Digital_Readiness_Score,Derived_Estimated_Annual_Value_INR,_Latent_Persona
VSTR_0028,Female,55+,₹3 - ₹6 Lakhs,Self-employed / Business Owner,Metro,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,"₹2,500 - ₹5,000",0,0,0,1,0,0,0,1,1,0,0,0,1,0,I shop evenly throughout the year,3-5 times (Occasional),1,1,0,1,0,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),0,0,1,0,0,1,Instagram/Facebook Ads & Reels,Traditional/Classic,Authenticity of Craft,1 - 2 hours,Very Comfortable,"Yes, definitely",1,0,0,0,1,0,Flat Percentage Discount,Somewhat Important,Somewhat Yes,Local boutiques/tailors,Single/Living alone,Highly Likely,60,4.5,1,3750,2,22500,0,3,5,5,3,3,1,5,2,2,3,1,0,4.0,7500,Heritage_Enthusiast
VSTR_0029,Female,25-34,₹6 - ₹10 Lakhs,Self-employed / Business Owner,Tier-2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"₹2,500 - ₹5,000",0,0,0,0,0,0,0,0,1,1,0,0,1,0,Sale/Discount Seasons only,1-2 times (Rare),0,0,0,0,0,0,"Below ₹5,000","Below ₹2,000",1,0,0,0,1,0,Marketplace Recommendations,Indo-Western Fusion,Brand Reputation & Reviews,More than 4 hours,Somewhat Comfortable,Probably yes,0,0,0,1,0,1,Bundle Deals,Somewhat Important,Somewhat Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Newly Married/Couple,Likely,30,8.0,3,3750,1,3000,1000,5,4,4,3,3,1,4,2,1,3,0,1,4.5,3750,Young_Trendsetter
VSTR_0030,Male,35-44,₹3 - ₹6 Lakhs,Freelancer / Gig Worker,Tier-1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"₹1,000 - ₹2,500",1,0,0,1,1,0,0,1,1,0,0,1,1,0,Wedding Season (Nov-Feb),6-10 times (Regular),1,0,1,1,1,0,"₹15,000 - ₹30,000","₹2,000 - ₹5,000",0,0,1,0,1,0,Word of Mouth/Recommendations,Traditional/Classic,Design & Aesthetic Appeal,30 min - 1 hour,Somewhat Comfortable,Probably not,0,1,0,0,1,0,Bundle Deals,Somewhat Important,No - purely design-based,No go-to source - I shop around,Established Family (Children 12+),Unlikely,40,4.5,2,1750,3,22500,3500,2,4,2,3,2,0,2,2,2,4,3,1,3.0,5250,Gift_Buyer
VSTR_0031,Female,25-34,₹6 - ₹10 Lakhs,Salaried Professional,Tier-2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,"₹2,500 - ₹5,000",1,1,1,0,0,0,0,1,0,0,0,0,0,0,Diwali/Navratri Season (Oct-Nov),3-5 times (Occasional),0,0,0,0,0,1,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),0,1,0,1,0,0,Instagram/Facebook Ads & Reels,Minimalist/Understated,Comfort & Fabric Feel,2 - 4 hours,Somewhat Comfortable,Probably yes,0,1,0,0,1,0,Free Shipping,Somewhat Important,Somewhat Yes,Local boutiques/tailors,Young Family (Children <12),Neutral,30,8.0,3,3750,2,22500,0,4,4,4,3,3,0,3,1,3,1,3,0,4.0,7500,Modern_Minimalist
VSTR_0032,Male,35-44,₹6 - ₹10 Lakhs,Self-employed / Business Owner,Metro,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"₹1,000 - ₹2,500",1,0,0,0,0,0,0,1,0,0,0,1,1,0,Festive + New Year (Dec-Jan),3-5 times (Occasional),0,0,0,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",1,1,0,0,0,0,Fashion Exhibitions & Melas,Minimalist/Understated,Price/Value for Money,1 - 2 hours,Very Comfortable,Neutral,0,0,1,1,0,0,Flat Percentage Discount,Somewhat Important,Strongly Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Young Family (Children <12),Highly Likely,40,8.0,1,1750,2,10000,1000,3,5,3,3,4,1,5,2,3,3,1,1,4.0,3500,Budget_Explorer
VSTR_0033,Male,25-34,₹15 - ₹25 Lakhs,Salaried Professional,Metro,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Above ₹20,000",1,1,0,1,0,0,0,1,1,0,0,1,0,0,Festive + New Year (Dec-Jan),6-10 times (Regular),0,1,1,0,0,0,"Above ₹1,00,000","₹2,000 - ₹5,000",1,1,0,0,0,0,Fashion Exhibitions & Melas,Contemporary Ethnic,Authenticity of Craft,1 - 2 hours,Very Comfortable,Probably yes,1,0,1,0,0,0,First Purchase/Welcome Offer,Not Important,No - purely design-based,BIBA/W/Aurelia/Global Desi,Joint Family/Multi-generational,Highly Likely,30,20.0,1,30000,3,150000,3500,3,5,4,1,2,1,5,1,2,3,3,1,4.0,90000,Premium_Connoisseur
VSTR_0034,Female,55+,Below ₹3 Lakhs,Salaried Professional,Tier-3 / Small Town / Rural,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"Below ₹1,000",1,1,0,0,0,0,0,0,1,0,0,1,0,0,Wedding Season (Nov-Feb),3-5 times (Occasional),0,1,0,0,0,0,"Below ₹5,000",₹0 (I don't gift textiles),1,0,0,0,1,0,Marketplace Recommendations,Bold/Statement,Price/Value for Money,Less than 30 min,Very Uncomfortable,Neutral,0,0,0,1,0,1,Festive Limited-Edition Drops,Not Important,Strongly Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Empty Nester,Highly Unlikely,60,2.0,4,700,2,3000,0,1,1,3,1,4,0,1,3,2,2,2,0,1.0,1400,Young_Trendsetter
VSTR_0035,Non-binary / Prefer not to say,35-44,₹10 - ₹15 Lakhs,Freelancer / Gig Worker,Metro,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,"₹5,000 - ₹10,000",0,0,0,0,0,0,1,1,0,0,1,0,1,1,Wedding Season (Nov-Feb),6-10 times (Regular),0,0,1,0,1,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),1,1,0,0,0,0,YouTube/Influencer Content,Minimalist/Understated,Design & Aesthetic Appeal,30 min - 1 hour,Very Comfortable,"Yes, definitely",0,0,0,1,0,1,Flat Percentage Discount,Very Important,Somewhat Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Established Family (Children 12+),Highly Likely,40,12.5,1,7500,3,22500,0,2,5,5,4,3,1,5,1,3,4,0,0,3.5,22500,Young_Trendsetter
VSTR_0036,Female,25-34,Below ₹3 Lakhs,Salaried Professional,Tier-3 / Small Town / Rural,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"Below ₹1,000",1,0,0,0,0,0,0,1,1,1,1,1,0,0,I shop evenly throughout the year,3-5 times (Occasional),0,1,0,0,0,0,"Below ₹5,000",₹0 (I don't gift textiles),1,0,1,0,0,0,Instagram/Facebook Ads & Reels,Indo-Western Fusion,Price/Value for Money,2 - 4 hours,Neutral,"Yes, definitely",1,1,0,0,0,0,Festive Limited-Edition Drops,Very Important,No - purely design-based,BIBA/W/Aurelia/Global Desi,Young Family (Children <12),Unlikely,30,2.0,4,700,2,3000,0,4,3,5,4,2,0,2,2,2,5,1,0,3.5,1400,Modern_Minimalist
VSTR_0037,Male,18-24,₹6 - ₹10 Lakhs,Student,Tier-3 / Small Town / Rural,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"₹1,000 - ₹2,500",1,0,0,0,0,0,0,1,1,1,0,0,1,0,Diwali/Navratri Season (Oct-Nov),1-2 times (Rare),0,0,0,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",0,1,0,0,0,1,Instagram/Facebook Ads & Reels,Minimalist/Understated,Comfort & Fabric Feel,More than 4 hours,Somewhat Comfortable,Probably not,1,1,0,0,0,0,Flat Percentage Discount,Very Important,Somewhat Yes,No go-to source - I shop around,Joint Family/Multi-generational,Neutral,21,8.0,4,1750,1,10000,1000,5,4,2,4,3,0,3,3,2,4,1,1,4.5,1750,Budget_Explorer
VSTR_0038,Male,18-24,₹10 - ₹15 Lakhs,Homemaker,Tier-2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"₹5,000 - ₹10,000",1,0,0,0,0,0,0,1,1,1,0,0,0,0,Sale/Discount Seasons only,3-5 times (Occasional),0,0,0,0,0,0,"₹15,000 - ₹30,000","Below ₹2,000",1,0,0,0,1,0,Marketplace Recommendations,Minimalist/Understated,Price/Value for Money,1 - 2 hours,Somewhat Comfortable,"Yes, definitely",0,1,0,0,1,0,Flat Percentage Discount,Somewhat Important,Somewhat Yes,Myntra/Ajio/Amazon,Single/Living alone,Unlikely,21,12.5,3,7500,2,22500,1000,3,4,5,3,3,0,2,3,1,3,1,1,3.5,15000,Young_Trendsetter
VSTR_0039,Female,25-34,Below ₹3 Lakhs,Salaried Professional,Tier-2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Below ₹1,000",0,0,0,0,0,0,1,1,0,1,0,0,0,0,Diwali/Navratri Season (Oct-Nov),3-5 times (Occasional),0,0,0,0,0,1,"Below ₹5,000",₹0 (I don't gift textiles),1,0,1,0,0,0,Word of Mouth/Recommendations,Minimalist/Understated,Comfort & Fabric Feel,1 - 2 hours,Somewhat Uncomfortable,"Yes, definitely",1,0,0,0,1,0,Bundle Deals,Not Important,I seek diversity from other regions,"Instagram/D2C brands (Suta, Okhai, etc.)",Joint Family/Multi-generational,Unlikely,30,2.0,3,700,2,3000,0,3,2,5,1,1,0,2,2,2,2,0,0,2.5,1400,Modern_Minimalist
VSTR_0040,Female,25-34,₹15 - ₹25 Lakhs,Retired,Tier-1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,"Above ₹20,000",1,1,1,1,0,0,0,0,0,0,1,0,0,1,Diwali/Navratri Season (Oct-Nov),6-10 times (Regular),1,1,0,1,0,0,"Above ₹1,00,000","₹2,000 - ₹5,000",1,0,0,1,0,0,Google Search,Minimalist/Understated,Authenticity of Craft,2 - 4 hours,Very Comfortable,"Yes, definitely",1,0,0,0,1,0,Loyalty Points/Cashback,Somewhat Important,Strongly Yes,BIBA/W/Aurelia/Global Desi,Newly Married/Couple,Highly Likely,30,20.0,2,30000,3,150000,3500,4,5,5,3,4,1,5,1,3,2,4,1,4.5,90000,Premium_Connoisseur
VSTR_0041,Male,45-54,₹3 - ₹6 Lakhs,Retired,Tier-3 / Small Town / Rural,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,"₹2,500 - ₹5,000",1,0,0,0,0,0,0,1,1,0,0,0,1,0,I shop evenly throughout the year,3-5 times (Occasional),1,1,1,0,0,0,"Below ₹5,000",₹0 (I don't gift textiles),0,0,0,1,0,1,Word of Mouth/Recommendations,Bold/Statement,Comfort & Fabric Feel,Less than 30 min,Somewhat Uncomfortable,Probably yes,0,1,1,0,0,0,Flat Percentage Discount,Neutral,Somewhat Yes,FabIndia/Good Earth/Nicobar,Established Family (Children 12+),Unlikely,50,4.5,4,3750,2,3000,0,1,2,4,2,3,0,2,2,2,3,1,0,1.5,7500,Heritage_Enthusiast
VSTR_0042,Female,35-44,₹3 - ₹6 Lakhs,Salaried Professional,Metro,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"Below ₹1,000",1,0,1,0,0,0,0,1,1,1,0,0,0,1,Sale/Discount Seasons only,6-10 times (Regular),1,1,1,0,0,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),0,0,1,1,0,0,Word of Mouth/Recommendations,Contemporary Ethnic,Design & Aesthetic Appeal,30 min - 1 hour,Neutral,Neutral,0,1,0,0,0,1,First Purchase/Welcome Offer,Somewhat Important,Somewhat Yes,No go-to source - I shop around,Young Family (Children <12),Unlikely,40,4.5,1,700,3,22500,0,2,3,3,3,3,0,2,4,3,4,2,0,2.5,2100,Budget_Explorer
VSTR_0043,Male,25-34,₹6 - ₹10 Lakhs,Salaried Professional,Tier-1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,"₹2,500 - ₹5,000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,Summer/Eid (Mar-May),3-5 times (Occasional),0,0,0,0,0,0,"Below ₹5,000","Below ₹2,000",0,1,1,0,0,0,Marketplace Recommendations,Minimalist/Understated,Comfort & Fabric Feel,1 - 2 hours,Neutral,Neutral,1,0,0,0,1,0,Bundle Deals,Somewhat Important,Somewhat Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Newly Married/Couple,Likely,30,8.0,2,3750,2,3000,1000,3,3,3,3,3,1,4,1,2,1,1,1,3.0,7500,Modern_Minimalist
VSTR_0044,Female,18-24,Below ₹3 Lakhs,Self-employed / Business Owner,Tier-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,"Below ₹1,000",0,0,0,0,1,0,0,0,0,0,0,0,0,1,Wedding Season (Nov-Feb),More than 10 times (Frequent),0,0,1,0,0,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),1,0,1,0,0,0,Instagram/Facebook Ads & Reels,Minimalist/Understated,Comfort & Fabric Feel,2 - 4 hours,Somewhat Comfortable,Neutral,0,0,1,0,1,0,First Purchase/Welcome Offer,Somewhat Important,I seek diversity from other regions,No go-to source - I shop around,Joint Family/Multi-generational,Likely,21,2.0,2,700,4,22500,0,4,4,3,3,1,1,4,1,2,1,1,0,4.0,2800,Young_Trendsetter
VSTR_0045,Male,45-54,₹10 - ₹15 Lakhs,Self-employed / Business Owner,Tier-1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"₹10,000 - ₹20,000",0,0,1,0,0,1,0,1,0,0,1,0,1,0,Diwali/Navratri Season (Oct-Nov),More than 10 times (Frequent),1,1,0,0,0,0,"₹30,000 - ₹60,000","Below ₹2,000",0,1,0,1,0,0,Fashion Exhibitions & Melas,Traditional/Classic,Comfort & Fabric Feel,1 - 2 hours,Somewhat Comfortable,Neutral,1,0,0,0,0,1,First Purchase/Welcome Offer,Very Important,Somewhat Yes,Myntra/Ajio/Amazon,Joint Family/Multi-generational,Unlikely,50,12.5,2,15000,4,45000,1000,3,4,3,4,3,0,2,1,3,3,2,1,3.5,60000,Heritage_Enthusiast
VSTR_0046,Female,35-44,₹10 - ₹15 Lakhs,Salaried Professional,Tier-1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,"₹5,000 - ₹10,000",0,1,0,1,0,0,0,1,1,0,1,0,1,0,Summer/Eid (Mar-May),6-10 times (Regular),0,0,0,0,0,1,"₹30,000 - ₹60,000",₹0 (I don't gift textiles),1,0,0,0,1,0,Word of Mouth/Recommendations,Contemporary Ethnic,Brand Reputation & Reviews,1 - 2 hours,Very Uncomfortable,Neutral,1,0,1,0,0,0,Loyalty Points/Cashback,Not Important,Somewhat Yes,"Instagram/D2C brands (Suta, Okhai, etc.)",Young Family (Children <12),Unlikely,40,12.5,2,7500,3,45000,0,3,1,3,1,3,0,2,2,2,4,2,0,2.0,22500,Heritage_Enthusiast
VSTR_0047,Male,18-24,Below ₹3 Lakhs,Salaried Professional,Metro,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Below ₹1,000",0,1,1,0,0,0,0,0,1,1,1,0,0,0,I shop evenly throughout the year,More than 10 times (Frequent),0,0,1,0,0,0,"₹15,000 - ₹30,000",₹0 (I don't gift textiles),0,1,1,0,0,0,Instagram/Facebook Ads & Reels,Bold/Statement,Design & Aesthetic Appeal,1 - 2 hours,Somewhat Comfortable,Probably yes,0,1,0,0,1,0,Free Shipping,Neutral,I seek diversity from other regions,"Instagram/D2C brands (Suta, Okhai, etc.)",Single/Living alone,Likely,21,2.0,1,700,4,22500,0,3,4,4,2,1,1,4,2,2,3,2,0,3.5,2800,Young_Trendsetter
VSTR_0048,Female,35-44,₹6 - ₹10 Lakhs,Salaried Professional,Tier-1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,"₹5,000 - ₹10,000",1,1,1,1,0,1,0,1,0,0,1,0,0,0,Wedding Season (Nov-Feb),6-10 times (Regular),1,1,0,0,0,0,"₹15,000 - ₹30,000","₹2,000 - ₹5,000",0,0,1,0,0,1,Fashion Exhibitions & Melas,Traditional/Classic,Authenticity of Craft,30 min - 1 hour,Somewhat Comfortable,Probably yes,0,1,0,0,1,0,Flat Percentage Discount,Very Important,I seek diversity from other regions,Directly from weavers/exhibitions,Established Family (Children 12+),Likely,40,8.0,2,7500,3,22500,3500,2,4,4,4,1,1,4,4,3,2,5,1,3.0,22500,Heritage_Enthusiast
VSTR_0049,Female,35-44,₹10 - ₹15 Lakhs,Freelancer / Gig Worker,Tier-2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,"₹5,000 - ₹10,000",0,0,0,0,0,0,0,1,1,1,0,0,0,1,Festive + New Year (Dec-Jan),6-10 times (Regular),0,0,0,0,0,0,"₹30,000 - ₹60,000","Below ₹2,000",0,1,1,0,0,0,Word of Mouth/Recommendations,Indo-Western Fusion,Authenticity of Craft,2 - 4 hours,Neutral,"Yes, definitely",0,0,0,0,1,1,Free Shipping,Neutral,I seek diversity from other regions,"Instagram/D2C brands (Suta, Okhai, etc.)",Young Family (Children <12),Likely,40,12.5,3,7500,3,45000,1000,4,3,5,2,1,1,4,1,2,4,0,1,3.5,22500,Young_Trendsetter
VSTR_0050,Male,18-24,₹15 - ₹25 Lakhs,Student,Metro,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,"Above ₹20,000",0,0,0,1,0,0,0,1,0,0,0,0,1,0,Sale/Discount Seasons only,3-5 times (Occasional),1,1,0,1,1,0,"₹60,000 - ₹1,00,000","Below ₹2,000",1,1,0,0,0,0,YouTube/Influencer Content,Traditional/Classic,Design & Aesthetic Appeal,30 min - 1 hour,Somewhat Comfortable,Probably yes,1,0,1,0,0,0,Festive Limited-Edition Drops,Somewhat Important,Somewhat Yes,BIBA/W/Aurelia/Global Desi,Single/Living alone,Neutral,21,20.0,1,30000,2,80000,1000,2,4,4,3,3,0,3,4,3,2,1,1,3.0,60000,Premium_Connoisseur
VSTR_0051,Non-binary / Prefer not to say,25-34,₹3 - ₹6 Lakhs,Salaried Professional,Tier-3 / Small Town / Rural,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Below ₹1,000",1,0,0,0,0,1,0,0,1,0,0,0,0,0,Summer/Eid (Mar-May),1-2 times (Rare),0,0,1,0,1,0,"Below ₹5,000",₹0 (I don't gift textiles),1,0,1,0,0,1,YouTube/Influencer Content,Minimalist/Understated,Comfort & Fabric Feel,2 - 4 hours,Very Uncomfortable,Probably not,0,0,1,1,0,0,Flat Percentage Discount,Somewhat Important,I seek diversity from other regions,Myntra/Ajio/Amazon,Single/Living alone,Highly Unlikely,30,4.5,4,700,1,3000,0,4,1,2,3,1,0,1,1,1,1,2,0,2.5,700,Budget_Explorer
VSTR_0052,Female,25-34,₹15 - ₹25 Lakhs,Salaried Professional,Tier-2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"₹10,000 - ₹20,000",0,1,0,0,0,1,0,0,1,1,1,0,0,1,I shop evenly throughout the year,More than 10 times (Frequent),0,0,0,0,1,1,"Above ₹1,00,000","Below ₹2,000",0,1,0,0,1,0,Google Search,Contemporary Ethnic,Price/Value for Money,1 - 2 hours,Somewhat Comfortable,Probably not,0,0,0,0,1,1,Loyalty Points/Cashback,Neutral,Strongly Yes,No go-to source - I shop around,Newly Married/Couple,Neutral,30,20.0,3,15000,4,150000,1000,3,4,2,2,4,0,3,2,2,4,2,1,3.5,60000,Young_Trendsetter
VSTR_0053,Female,18-24,₹6 - ₹10 Lakhs,Freelancer / Gig Worker,Tier-2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"₹1,000 - ₹2,500",1,0,1,0,0,1,0,0,1,0,0,0,0,0,Sale/Discount Seasons only,3-5 times (Occasional),0,0,0,0,0,0,"₹5,000 - ₹15,000","Below ₹2,000",1,0,1,0,0,0,YouTube/Influencer Content,Bold/Statement,Price/Value for Money,2 - 4 hours,Somewhat Comfortable,Probably yes,0,0,1,0,0,1,First Purchase/Welcome Offer,Somewhat Important,No - purely design-based,Local boutiques/tailors,Single/Living alone,Neutral,21,8.0,3,1750,2,10000,1000,4,4,4,3,2,0,3,2,2,1,3,1,4.0,3500,Budget_Explorer
VSTR_0054,Female,55+,₹6 - ₹10 Lakhs,Retired,Tier-1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,"₹2,500 - ₹5,000",0,0,0,0,0,1,0,1,1,0,1,0,0,0,Festive + New Year (Dec-Jan),1-2 times (Rare),1,0,0,1,1,0,"₹5,000 - ₹15,000",₹0 (I don't gift textiles),1,0,0,1,0,0,Word of Mouth/Recommendations,Contemporary Ethnic,Design & Aesthetic Appeal,30 min - 1 hour,Somewhat Uncomfortable,Probably yes,0,1,0,0,1,0,Bundle Deals,Somewhat Important,Strongly Yes,No go-to source - I shop around,Established Family (Children 12+),Neutral,60,8.0,2,3750,1,10000,0,2,2,4,3,4,0,3,2,2,3,1,0,2.0,3750,Heritage_Enthusiast
VSTR_0055,Female,45-54,₹10 - ₹15 Lakhs,Freelancer / Gig Worker,Tier-2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,"₹10,000 - ₹20,000",1,1,0,0,0,0,0,1,1,0,0,0,1,0,Festive + New Year (Dec-Jan),3-5 times (Occasional),1,0,0,0,0,0,"₹15,000 - ₹30,000","Below ₹2,000",0,0,0,1,0,1,Fashion Exhibitions & Melas,Contemporary Ethnic,Price/Value for Money,30 min - 1 hour,Very Uncomfortable,Neutral,0,0,1,1,0,0,Flat Percentage Discount,Very Important,I seek diversity from other regions,BIBA/W/Aurelia/Global Desi,Established Family (Children 12+),Unlikely,50,12.5,3,15000,2,22500,1000,2,1,3,4,1,0,2,2,2,3,2,1,1.5,30000,Heritage_Enthusiast
VSTR_0056,Female,35-44,₹10 - ₹15 Lakhs,Self-employed / Business Owner,Metro,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,"₹10,000 - ₹20,000",1,0,1,0,0,1,0,1,1,0,1,1,0,0,Diwali/Navratri Season (Oct-Nov),6-10 times (Regular),1,0,0,0,0,0,"₹30,000 - ₹60,000","₹2,000 - ₹5,000",0,0,1,1,0,0,Instagram/Facebook Ads & Reels,Minimalist/Understated,Brand Reputation & Reviews,1 - 2 hours,Somewhat Comfortable,No,1,0,0,0,0,1,Free Shipping,Very Important,Somewhat Yes,BIBA/W/Aurelia/Global Desi,Established Family (Children 12+),Likely,40,12.5,1,15000,3,45000,3500,3,4,1,4,3,1,4,2,2,4,3,1,3.5,45000,Heritage_Enthusiast
VSTR_0057,Male,25-34,₹6 - ₹10 Lakhs,Salaried Professional,Tier-2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,"₹2,500 - ₹5,000",1,0,0,0,0,0,0,0,1,1,0,1,1,0,I shop evenly throughout the year,1-2 times (Rare),0,0,1,1,0,0,"₹5,000 - ₹15,000","₹2,000 - ₹5,000",1,1,0,0,0,0,Marketplace Recommendations,Contemporary Ethnic,Price/Value for Money,30 min - 1 hour,Neutral,"Yes, definitely",0,0,1,0,1,0,Free Shipping,Not Important,No - purely design-based,No go-to source - I shop around,Established Family (Children 12+),Neutral,30,8.0,3,3750,1,10000,3500,2,3,5,1,2,0,3,2,3,4,1,1,2.5,3750,Modern_Minimalist
VSTR_0058,Male,25-34,₹10 - ₹15 Lakhs,Salaried Professional,Metro,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,"₹2,500 - ₹5,000",0,0,0,0,1,0,0,0,0,1,0,0,0,1,I shop evenly throughout the year,6-10 times (Regular),0,0,0,0,0,0,"₹60,000 - ₹1,00,000","Below ₹2,000",0,1,0,1,0,0,YouTube/Influencer Content,Contemporary Ethnic,Price/Value for Money,More than 4 hours,Very Comfortable,Neutral,0,1,0,1,0,0,Festive Limited-Edition Drops,Very Important,No - purely design-based,Local boutiques/tailors,Newly Married/Couple,Highly Likely,30,12.5,1,3750,3,80000,1000,5,5,3,4,2,1,5,3,2,2,1,1,5.0,11250,Modern_Minimalist
